productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
501999,151 Pokemon Center Elite Trainer Box (Exclusive),151 Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/501999_200w.jpg,3,23237,https://cpt.tcgcsv.com/_P06,2026-02-19T18:47:19.317,1,"Team up with Bulbasaur, Charmander, and Squirtle, and witness a brand-new dawn in Kanto! With this new day comes a new chance to track down old friends, make new partners, and capture every last one of the original 151. Discover the extraordinary Venusaur ex, Charizard ex, and Blastoise ex in special cards with captivating illustrations, and explore the cities and countryside of a reinvigorated land—you might even find the elusive Mew ex in your travels. New adventures will unfold and new horizons will be revealed in the Scarlet & Violet—151 expansion!<br><br>
The Pokémon TCG: Scarlet & Violet — 151 Pokémon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet—151 booster packs
<br>• Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>• 1 full-art foil promo card featuring Snorlax with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Snorlax
<br>• 65 card sleeves
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—151 expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",1449.97,1999.99,10000.0,1321.92,,Normal,,,,,,,,,,,
502000,151 Booster Bundle,151 Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/502000_200w.jpg,3,23237,https://cpt.tcgcsv.com/0Q06,2026-02-19T18:45:42.91,1,"Team up with Bulbasaur, Charmander, and Squirtle, and witness a brand-new dawn in Kanto! With this new day comes a new chance to track down old friends, make new partners, and capture every last one of the original 151. Discover the extraordinary Venusaur ex, Charizard ex, and Blastoise ex in special cards with captivating illustrations, and explore the cities and countryside of a reinvigorated land—you might even find the elusive Mew ex in your travels. New adventures will unfold and new horizons will be revealed in the Scarlet & Violet—151 expansion!<br><br>Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: 151",170.0,207.76,1000.0,181.54,,Normal,,,,,,,,,,,
502001,151 Poster Collection,151 Poster Collection,https://tcgplayer-cdn.tcgplayer.com/product/502001_200w.jpg,3,23237,https://cpt.tcgcsv.com/2Q06,2023-09-22T04:03:23.64,1,"Your Very Own Pokémon Legend Unfolds!
<br>An epic journey through the Kanto region wouldn’t be complete without a first partner Pokémon! Add Bulbasaur, Charmander, and Squirtle to your team as playable foil promo cards, then work on completing your Kanto Pokédex by opening more booster packs from the special Scarlet & Violet—151 expansion. On top of it all, you’ll find a colorful poster that’s ready to hang wherever you like!
<br><br>
The Pokémon TCG: Scarlet & Violet—151 Poster Collection includes:
<br>• 3 foil promo cards featuring Bulbasaur, Charmander, and Squirtle
<br>• 1 poster with a Scarlet & Violet—151 theme
<br>• 3 Pokémon TCG: Scarlet & Violet—151 booster packs
<br>• A code card for Pokémon TCG Live",75.0,93.99,250.0,73.65,,Normal,,,,,,,,,,,
502002,151 Poster Collection Case,151 Poster Collection Case,https://tcgplayer-cdn.tcgplayer.com/product/502002_200w.jpg,3,23237,https://cpt.tcgcsv.com/3Q06,2023-09-22T04:03:23.64,1,"This case contains 6 copies of 151 Poster Collection
<br>The Pokémon TCG: Scarlet & Violet—151 Poster Collection includes:
<br>• 3 foil promo cards featuring Bulbasaur, Charmander, and Squirtle
<br>• 1 poster with a Scarlet & Violet—151 theme
<br>• 3 Pokémon TCG: Scarlet & Violet—151 booster packs
<br>• A code card for Pokémon TCG Live",500.0,599.99,1000.0,345.99,,Normal,,,,,,,,,,,
502003,151 Binder Collection Case,151 Binder Collection Case,https://tcgplayer-cdn.tcgplayer.com/product/502003_200w.jpg,3,23237,https://cpt.tcgcsv.com/5Q06,2026-02-19T18:44:50.47,1,"How Many Pages Can You Fill?
<br>Just like a Pokédex, a binder makes it easy to keep track of your Pokémon collection! With this 9-pocket binder, you can show off up to 360 of your favorite Pokémon TCG cards. Get a head start filling it up with 4 booster packs from the special Scarlet & Violet—151 expansion!<br><Br>This case contains 6 copies of 151 Binder Collection
<br>The Pokémon TCG: Scarlet & Violet—151 Binder Collection includes:
<br>• A binder with 20 9-pocket pages
<br>• 4 Pokémon TCG: Scarlet & Violet—151 booster packs",1424.94,1424.94,1424.94,855.0,,Normal,,,,,,,,,,,
502004,151 Binder Collection,151 Binder Collection,https://tcgplayer-cdn.tcgplayer.com/product/502004_200w.jpg,3,23237,https://cpt.tcgcsv.com/6Q06,2024-04-16T17:19:49.87,1,"How Many Pages Can You Fill?
<br>Just like a Pokédex, a binder makes it easy to keep track of your Pokémon collection! With this 9-pocket binder, you can show off up to 360 of your favorite Pokémon TCG cards. Get a head start filling it up with 4 booster packs from the special Scarlet & Violet—151 expansion!
<br>The Pokémon TCG: Scarlet & Violet—151 Binder Collection includes:
<br>• A binder with 20 9-pocket pages
<br>• 4 Pokémon TCG: Scarlet & Violet—151 booster packs",238.0,247.48,1999.99,178.43,,Normal,,,,,,,,,,,
502005,151 Ultra-Premium Collection,151 Ultra Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/502005_200w.jpg,3,23237,https://cpt.tcgcsv.com/7Q06,2023-10-16T13:09:43.203,1,"Mythical Treasures Await!
<br>The Mythical Pokémon Mew holds many secrets of the Pokémon world, and usually only the luckiest of Trainers encounter it. But now you can add it to your own Pokédex along with even more Kanto Pokémon inside a bounty of booster packs from the Scarlet & Violet—151 expansion! Mew ex appears here as both playable and collectible metal cards, and you’ll also find a beautifully illustrated promo card featuring Mewtwo, a durable playmat and deck box, and more.
<br><br>
The Pokémon TCG:Scarlet & Violet—151 Ultra-Premium Collection includes:
<br>• 1 etched foil promo card featuring Mew ex
<br>• 1 full-art foil promo card featuring Mewtwo
<br>• 1 etched metal card featuring Mew ex
<br>• 1 playmat
<br>• 1 deck box
<br>• 1 metallic coin featuring Mew
<br>• 6 damage-counter dice
<br>• 2 plastic condition markers
<br>• 16 booster packs from Pokémon TCG: Scarlet & Violet—151
<br>• A code card for Pokémon TCG Live",1005.01,1400.0,40000.0,1056.26,,Normal,,,,,,,,,,,
502006,151: Alakazam ex Collection,151 Alakazam ex Collection,https://tcgplayer-cdn.tcgplayer.com/product/502006_200w.jpg,3,23237,https://cpt.tcgcsv.com/8Q06,2023-10-06T04:03:10.72,1,"Attack from the Bench—with Alakazam ex!
<br>Alakazam ex plays mind tricks on your opponent by attacking from the Bench! After evolving from Abra and Kadabra, this formidable Pokémon ex shows off its Psychic-type prowess no matter where it stands on the battlefield.
<br><br>
The Pokémon TCG: Scarlet & Violet—151 Collection—Alakazam ex includes:
<br>• 1 foil promo card featuring Alakazam ex
<br>• 1 foil card featuring Kadabra
<br>• 1 foil card featuring Abra
<br>• 4 Pokémon TCG: Scarlet & Violet—151 booster packs
<br>• A code card for Pokémon TCG Live",97.0,125.99,349.97,103.39,,Normal,,,,,,,,,,,
502007,151: Zapdos ex Collection,151 Zapdos ex Collection,https://tcgplayer-cdn.tcgplayer.com/product/502007_200w.jpg,3,23237,https://cpt.tcgcsv.com/9Q06,2023-10-06T04:03:10.72,1,"Zap Your Opponent & Make a Quick Retreat—with Zapdos ex!
<br>Strike with electrifying power and then retreat as fast as lightning with Zapdos ex! This Legendary Pokémon of the Kanto region is here as a ready-to-play promo card and an oversize card for your collection, along with a foil card featuring Electabuzz, and more Pokémon inside booster packs from the special Scarlet & Violet—151 expansion.
<br><br>
The Pokémon TCG: Scarlet & Violet—151 Collection—Zapdos ex includes:
<br>• 1 foil promo card featuring Zapdos ex
<br>• 1 foil card featuring Electabuzz
<br>• 1 oversize foil card featuring Zapdos ex
<br>• 4 Pokémon TCG: Scarlet & Violet—151 booster packs
<br>• A code card for Pokémon TCG Live",104.0,124.95,349.97,103.35,,Normal,,,,,,,,,,,
502008,151 Mini Tin Display,151 Mini Tin Display,https://tcgplayer-cdn.tcgplayer.com/product/502008_200w.jpg,3,23237,https://cpt.tcgcsv.com/bQ06,2026-02-19T18:46:24.557,1,"Team up with Bulbasaur, Charmander, and Squirtle, and witness a brand-new dawn in Kanto! With this new day comes a new chance to track down old friends, make new partners, and capture every last one of the original 151. Discover the extraordinary Venusaur ex, Charizard ex, and Blastoise ex in special cards with captivating illustrations, and explore the cities and countryside of a reinvigorated land—you might even find the elusive Mew ex in your travels. New adventures will unfold and new horizons will be revealed in the Scarlet & Violet—151 expansion!<br><br>

Each display 1 of each of the 151 Mini Tin designs (for a total of 10). Each tin contains 2 booster packs, 1 metallic coin, and a Pokémon art card.",509.99,524.95,1200.0,407.86,,Normal,,,,,,,,,,,
