productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
170273,Celestial Storm Booster Box,Celestial Storm Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/170273_200w.jpg,3,2278,https://cpt.tcgcsv.com/t7n2,2018-07-25T17:58:48.97,1,"Pokemon: Sun & Moon – Celestial Storm Booster will contain over 160 cards, including 3 Prism Star cards introducing a new game mechanic, 11 Pokemon-GX (including Articuno-GX, Blaziken-GX, Scizor-GX, Stakataka-GX, and Rayquaza-GX), 3 Ultra beasts, 27 Trainer cards, and Rainbow Energy cards.  
<br><br>
<br>• Each pack contains 10 cards
<br>• There are 36 packs per display. 
<br>• Each carton contains 6 displays.",2499.99,2899.0,3999.96,2473.0,,Normal,,,,,,,,,,,,
170274,Celestial Storm Booster Pack,Celestial Storm Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/170274_200w.jpg,3,2278,https://cpt.tcgcsv.com/v7n2,2018-07-25T17:58:54.83,1,"Pokemon: Sun & Moon – Celestial Storm Booster will contain over 160 cards, including 3 Prism Star cards introducing a new game mechanic, 11 Pokemon-GX (including Articuno-GX, Blaziken-GX, Scizor-GX, Stakataka-GX, and Rayquaza-GX), 3 Ultra beasts, 27 Trainer cards, and Rainbow Energy cards. 
<br>

<br>• Each pack contains 10 cards 
<br>• There are 36 packs per display. 
<br>• Each carton contains 6 displays.",54.32,64.99,84.0,54.09,,Normal,,,,,,,,,,,,
170275,Celestial Storm 3 Pack Booster Blister [Tapu Koko],Celestial Storm 3 Pack Booster Blister Tapu Koko,https://tcgplayer-cdn.tcgplayer.com/product/170275_200w.jpg,3,2278,https://cpt.tcgcsv.com/w7n2,2018-10-10T15:14:39.64,1,"3 Pack Blister includes 3 Sun & Moon Celestial Storm Booster Packs, a promotional foil Tapu Koko, and a collectible Pokemon coin! Each pack contains 10 cards.",159.95,159.95,159.95,,,Normal,,,,,,,,,,,,
170276,Celestial Storm 3 Pack Booster Blister [Tapu Lele],Celestial Storm 3 Pack Booster Blister Tapu Lele,https://tcgplayer-cdn.tcgplayer.com/product/170276_200w.jpg,3,2278,https://cpt.tcgcsv.com/x7n2,2018-10-10T15:14:30.34,1,"3 Pack Blister includes 3 Sun & Moon Celestial Storm Booster Packs, a promotional foil Tapu Lele, and a collectible Pokemon coin! Each pack contains 10 cards.",,,,,,,,,,,,,,,,,,
170277,Celestial Storm Elite Trainer Box,Celestial Storm Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/170277_200w.jpg,3,2278,https://cpt.tcgcsv.com/z7n2,2018-07-25T17:58:59.367,1,"Nature's Wrath in Full Fury!
<br><br>
Watch out for the vortex! It's a season of furious emerald storms and a sky alive with portents, as Pokemon and creatures from Ultra Space clash. Some ride the storm, and others defy it, with a lineup including Articuno-GX, Blaziken-GX, Scizor-GX, Stakataka-GX, and the amazing Rayquaza-GX, plus new cards featuring Latios, Latias, and Jirachi. Face the winds of change head-on in the Pokemon TCG: Sun & Moon - Celestial Storm!
<br><br>
<strong>Contents:</strong>
<br>• 8 Celestial Storm booster packs
<br>• 65 card sleeves featuring Rayquaza
<br>• 45 Energy cards
<br>• A player's guide
<br>• 6 damage-counter dice
<br>• Competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• 1 acrylic GX marker
<br>• A collector's box
<br>• 4 dividers
<br>• A Pokemon Trading Card Game Online code card",1848.0,1994.99,10000.0,1877.0,,Normal,,,,,,,,,,,,
170280,Celestial Storm Build & Battle Box,Celestial Storm Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/170280_200w.jpg,3,2278,https://cpt.tcgcsv.com/D7n2,2024-12-23T18:06:01.317,1,"Each Pokémon TCG: Sun & Moon - Celestial Storm Build & Battle Box includes: 
<br>• A 23-card Evolution pack featuring key cards from current and prior sets, including 1 of 4 alternate-art promo cards 
<br>• 4 Pokémon TCG: Sun & Moon - Celestial Storm booster packs 
<br>• 1 deck-building tip sheet",,,,,,,0820650824531,,,,,,,,,,,
177898,Celestial Storm Single Pack Blister [Tapu Bulu],Celestial Storm Single Pack Blister Tapu Bulu,https://tcgplayer-cdn.tcgplayer.com/product/177898_200w.jpg,3,2278,https://cpt.tcgcsv.com/-9r2,2018-10-11T13:22:50.31,1,"Each blister comes with 1 Sun & Moon—Celestial Storm booster pack, a coin, and a promotional card of Tapu Bulu.",89.99,89.99,89.99,83.99,,Normal,,,,,,,,,,,,
177899,Celestial Storm Single Pack Blister [Tapu Fini],Celestial Storm Single Pack Blister Tapu Fini,https://tcgplayer-cdn.tcgplayer.com/product/177899_200w.jpg,3,2278,https://cpt.tcgcsv.com/_9r2,2018-10-11T13:23:33.243,1,"Each blister comes with 1 Sun & Moon—Celestial Storm booster pack, a coin, and a promotional card of Tapu Fini.",89.99,150.0,150.0,82.95,,Normal,,,,,,,,,,,,
267042,Celestial Storm Booster Pack Art Bundle [Set of 4],Celestial Storm Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/267042_200w.jpg,3,2278,https://cpt.tcgcsv.com/SQ83,2022-06-07T19:58:20.083,1,"Collect each of the 4 unique art packs for Sun & Moon—Celestial Storm.
<br>Each Sun & Moon—Celestial Storm booster pack contains 10 random cards.",279.99,280.0,280.0,,,Normal,,,,,,,,,,,,
276582,Celestial Storm Sleeved Booster Pack Art Bundle [Set of 4],Celestial Storm Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/276582_200w.jpg,3,2278,https://cpt.tcgcsv.com/GFd3,2022-06-20T18:53:33.773,1,"Collect each of the 4 unique art packs for Celestial Storm.
<br>Each Celestial Storm booster pack contains 10 random cards.",,,,,,,,,,,,,,,,,,
